file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\security\servlet\UserDetailsServiceAutoConfigurationTests.java,org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfigurationTests$TestSecurityConfiguration,innerclass,4,4,0,4,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\r2dbc\ConnectionFactoryBeanCreationFailureAnalyzer.java,org.springframework.boot.autoconfigure.r2dbc.ConnectionFactoryBeanCreationFailureAnalyzer,class,5,6,1,5,9,2,0,15,13,0.6666667,0,0,6,0,0,4,1,1,2,0,0,0,1,0,0,1,0,0,1,0,5,49,5,0,1,0,0,12,0,7,1,7,1,0,0,0,66,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\data\mongo\MongoRepositoriesAutoConfigurationTests.java,org.springframework.boot.autoconfigure.data.mongo.MongoRepositoriesAutoConfigurationTests$SortOfInvalidCustomConfiguration,innerclass,4,4,0,4,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\web\mappings\MappingsEndpointAutoConfigurationTests.java,org.springframework.boot.actuate.autoconfigure.web.mappings.MappingsEndpointAutoConfigurationTests,class,14,14,0,14,2,1,0,9,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,1,1,0,0,2,1,0,0,2,25,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-test\src\test\java\org\springframework\boot\test\context\example\scan\Example.java,org.springframework.boot.test.context.example.scan.Example,class,0,1,1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\quartz\QuartzEndpoint.java,org.springframework.boot.actuate.quartz.QuartzEndpoint$QuartzDescriptor,innerclass,2,2,0,2,3,1,0,0,0,0.33333334,0.6666667,1,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,19,25,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\jersey\JerseyAutoConfigurationCustomFilterPathTests.java,org.springframework.boot.autoconfigure.jersey.JerseyAutoConfigurationCustomFilterPathTests$Application,innerclass,7,7,0,7,3,2,0,2,3,0.6666667,0,0,3,1,1,0,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,12,1,0,0,0,0,4,0,0,1,1,0,0,0,0,8,9,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-test\src\main\java\org\springframework\boot\test\mock\mockito\SpyDefinition.java,org.springframework.boot.test.mock.mockito.SpyDefinition$SpringAopBypassingVerificationStartedListener,innerclass,2,2,0,2,1,1,0,3,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\logging\opentelemetry\OpenTelemetryLoggingAutoConfigurationTests.java,org.springframework.boot.actuate.autoconfigure.logging.opentelemetry.OpenTelemetryLoggingAutoConfigurationTests$NoopSdkLoggerProviderBuilderCustomizer,innerclass,2,2,0,2,2,1,0,2,0,0,1,1,2,0,1,0,0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,9,1,0,0,0,0,0,1,1,0,1,0,0,0,0,11,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\metrics\MetricsProperties.java,org.springframework.boot.actuate.autoconfigure.metrics.MetricsProperties$System$Diskspace,innerclass,0,0,0,0,2,1,0,1,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,9,1,0,0,0,0,1,0,2,0,1,0,0,0,0,14,9,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\cache\CacheManagerCustomizers.java,org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers,class,3,14,11,3,3,1,0,5,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,10,1,0,1,0,1,1,0,1,0,2,0,0,0,1,33,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\web\servlet\error\BasicErrorControllerIntegrationTests.java,org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorControllerIntegrationTests$TestConfiguration$Errors$ExpectedException,innerclass,1,1,0,1,0,4,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\DefaultContributorRegistryTests.java,org.springframework.boot.actuate.health.DefaultContributorRegistryTests,class,7,7,0,7,16,1,0,30,0,0.35416666,0.74285716,0.74285716,16,0,0,1,0,15,15,0,0,0,3,0,0,3,0,0,2,0,2,87,1,0,0,0,0,39,5,10,0,8,0,0,0,5,66,1024,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-test\src\test\java\org\springframework\boot\test\mock\mockito\SpyBeanOnTestFieldForExistingGenericBeanProducedByFactoryBeanIntegrationTests.java,org.springframework.boot.test.mock.mockito.SpyBeanOnTestFieldForExistingGenericBeanProducedByFactoryBeanIntegrationTests$ExampleGenericServiceFactoryBean,innerclass,5,5,0,5,2,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,10,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\data\redis\JedisClientConfigurationBuilderCustomizer.java,org.springframework.boot.autoconfigure.data.redis.JedisClientConfigurationBuilderCustomizer,interface,1,2,1,1,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docker-compose\src\test\java\org\springframework\boot\docker\compose\service\connection\cassandra\CassandraEnvironmentTests.java,org.springframework.boot.docker.compose.service.connection.cassandra.CassandraEnvironmentTests,class,2,2,0,2,3,1,0,5,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,7,0,3,0,3,0,0,0,0,15,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\metrics\http\OutcomeTests.java,org.springframework.boot.actuate.metrics.http.OutcomeTests,class,2,2,0,2,12,1,0,3,21,0,0,0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,33,0,5,0,0,0,0,12,5,0,5,1,0,0,0,24,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\freemarker\AbstractFreeMarkerConfiguration.java,org.springframework.boot.autoconfigure.freemarker.AbstractFreeMarkerConfiguration,class,5,9,4,5,6,1,3,16,0,0.4,1,1,5,0,0,2,3,0,3,0,1,0,2,0,0,2,0,0,2,0,0,31,3,1,0,0,0,2,0,4,0,4,1,0,0,0,24,1024,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\condition\ConditionalOnMissingBeanTests.java,org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBeanTests$ParameterizedWithoutCustomConfig,innerclass,3,3,0,3,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-devtools\src\main\java\org\springframework\boot\devtools\restart\RestartInitializer.java,org.springframework.boot.devtools.restart.RestartInitializer,interface,1,11,10,1,1,1,0,0,0,1,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,35,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\cache\CacheConfigurations.java,org.springframework.boot.autoconfigure.cache.CacheConfigurations,class,11,13,2,11,7,1,0,18,1,0.33333334,0.33333334,0.33333334,3,2,0,1,0,2,3,0,0,0,1,1,0,1,0,0,1,0,1,32,2,1,1,0,0,2,0,3,2,3,2,0,0,1,29,16,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\CompositeReactiveHealthContributorTests.java,org.springframework.boot.actuate.health.CompositeReactiveHealthContributorTests,class,6,6,0,6,2,1,0,14,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,4,0,9,0,10,0,0,0,4,22,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\data\cassandra\CassandraReactiveRepositoriesAutoConfigurationTests.java,org.springframework.boot.autoconfigure.data.cassandra.CassandraReactiveRepositoriesAutoConfigurationTests$EmptyConfiguration,innerclass,5,5,0,5,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
C:\User\balu\Projects\spring-boot\buildSrc\src\main\java\org\springframework\boot\build\bom\bomr\github\Milestone.java,org.springframework.boot.build.bom.bomr.github.Milestone,class,0,4,4,0,5,1,0,0,0,0.46666667,0.6,1,5,0,4,0,0,1,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,2,0,3,1,3,0,0,0,0,27,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\http\HttpMessageConvertersAutoConfigurationTests.java,org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfigurationTests$JacksonObjectMapperConfig,innerclass,3,3,0,3,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\endpoint\jmx\JmxEndpointExporterTests.java,org.springframework.boot.actuate.endpoint.jmx.JmxEndpointExporterTests,class,17,17,0,17,12,1,0,22,0,0.3666667,1,1,12,0,0,0,0,12,12,0,0,0,5,0,0,5,0,0,2,0,0,65,0,0,0,0,0,11,0,4,0,8,0,0,1,8,70,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\web\reactive\WebFluxAutoConfiguration.java,org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$ProblemDetailsErrorHandlingConfiguration,innerclass,7,7,0,7,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,1,0,0,0,0,0,0,0,13,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\admin\SpringApplicationAdminJmxAutoConfiguration.java,org.springframework.boot.autoconfigure.admin.SpringApplicationAdminJmxAutoConfiguration,class,8,8,0,8,3,1,0,2,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,0,2,0,0,2,0,0,13,1,1,1,0,0,5,0,3,0,3,2,0,0,0,61,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\batch\BatchAutoConfigurationTests.java,org.springframework.boot.autoconfigure.batch.BatchAutoConfigurationTests$BatchDataSourceConfiguration,innerclass,4,4,0,4,2,1,0,4,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,4,0,0,0,0,0,0,0,0,10,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\cloudfoundry\reactive\CloudFoundryWebFluxEndpointIntegrationTests.java,org.springframework.boot.actuate.autoconfigure.cloudfoundry.reactive.CloudFoundryWebFluxEndpointIntegrationTests$TestEnvEndpoint,innerclass,2,2,0,2,1,1,0,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\jms\activemq\ActiveMQAutoConfigurationTests.java,org.springframework.boot.autoconfigure.jms.activemq.ActiveMQAutoConfigurationTests$TestConnectionDetailsConfiguration$Anonymous1,anonymous,0,0,0,0,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,-1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\security\servlet\SecurityAutoConfigurationTests.java,org.springframework.boot.autoconfigure.security.servlet.SecurityAutoConfigurationTests$EntityConfiguration,innerclass,3,3,0,3,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\ImportAutoConfigurationTests.java,org.springframework.boot.autoconfigure.ImportAutoConfigurationTests$AnotherConfig,innerclass,4,4,0,4,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docs\src\main\java\org\springframework\boot\docs\features\developingautoconfiguration\conditionannotations\beanconditions\SomeService.java,org.springframework.boot.docs.features.developingautoconfiguration.conditionannotations.beanconditions.SomeService,class,0,1,1,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\test\java\org\springframework\boot\actuate\health\NamedContributorTests.java,org.springframework.boot.actuate.health.NamedContributorTests,class,2,2,0,2,3,1,0,8,3,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,0,1,0,1,0,0,0,2,22,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\freemarker\FreeMarkerAutoConfigurationServletIntegrationTests.java,org.springframework.boot.autoconfigure.freemarker.FreeMarkerAutoConfigurationServletIntegrationTests$DataModel,innerclass,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\ssl\BundleContentNotWatchableException.java,org.springframework.boot.autoconfigure.ssl.BundleContentNotWatchableException,class,2,5,3,2,3,4,0,3,0,0,1,1,3,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,14,1,0,0,0,0,2,0,2,0,1,0,0,0,0,30,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docs\src\main\java\org\springframework\boot\docs\features\springapplication\applicationavailability\managing\CacheCompletelyBrokenException.java,org.springframework.boot.docs.features.springapplication.applicationavailability.managing.CacheCompletelyBrokenException,class,0,0,0,0,0,4,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\condition\ConditionEvaluationReport.java,org.springframework.boot.autoconfigure.condition.ConditionEvaluationReport$AncestorsMatchedCondition,innerclass,3,3,0,3,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\transaction\TransactionAutoConfigurationTests.java,org.springframework.boot.autoconfigure.transaction.TransactionAutoConfigurationTests$SingleReactiveTransactionManagerConfiguration,innerclass,3,3,0,3,1,1,0,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator\src\main\java\org\springframework\boot\actuate\endpoint\web\annotation\ControllerEndpointDiscoverer.java,org.springframework.boot.actuate.endpoint.web.annotation.ControllerEndpointDiscoverer,class,18,22,4,18,5,2,0,4,8,0.6,0.1,0.1,5,0,1,0,4,0,5,0,0,0,1,0,0,1,0,0,1,0,2,26,2,0,0,0,0,4,0,3,0,3,0,0,1,0,57,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\security\servlet\SecurityRequestMatchersManagementContextConfiguration.java,org.springframework.boot.actuate.autoconfigure.security.servlet.SecurityRequestMatchersManagementContextConfiguration,class,4,4,0,4,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docker-compose\src\main\java\org\springframework\boot\docker\compose\service\connection\rabbit\RabbitEnvironment.java,org.springframework.boot.docker.compose.service.connection.rabbit.RabbitEnvironment,class,0,1,1,0,3,1,0,1,0,0.33333334,0.6666667,1,3,0,0,0,0,3,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,6,0,2,0,2,0,0,0,0,19,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docker-compose\src\main\java\org\springframework\boot\docker\compose\service\connection\oracle\OracleJdbcDockerComposeConnectionDetailsFactory.java,org.springframework.boot.docker.compose.service.connection.oracle.OracleJdbcDockerComposeConnectionDetailsFactory,class,6,8,2,6,2,3,2,3,0,0,1,1,2,0,0,0,2,0,2,0,0,0,1,0,0,1,0,0,1,0,0,33,1,0,0,0,0,0,0,1,0,1,0,0,1,0,29,1024,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-test-autoconfigure\src\test\java\org\springframework\boot\test\autoconfigure\jdbc\JdbcTestWithAutoConfigureTestDatabaseReplaceNoneIntegrationTests.java,org.springframework.boot.test.autoconfigure.jdbc.JdbcTestWithAutoConfigureTestDatabaseReplaceNoneIntegrationTests,class,4,4,0,4,1,1,0,5,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,2,0,0,0,0,26,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\web\embedded\UndertowWebServerFactoryCustomizer.java,org.springframework.boot.autoconfigure.web.embedded.UndertowWebServerFactoryCustomizer$ServerOptions,innerclass,5,5,0,5,2,2,0,3,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,0,0,2,21,10,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\endpoint\web\documentation\HttpExchangesEndpointDocumentationTests.java,org.springframework.boot.actuate.autoconfigure.endpoint.web.documentation.HttpExchangesEndpointDocumentationTests$TestConfiguration,innerclass,6,6,0,6,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\main\java\org\springframework\boot\actuate\autoconfigure\security\servlet\SecurityRequestMatchersManagementContextConfiguration.java,org.springframework.boot.actuate.autoconfigure.security.servlet.SecurityRequestMatchersManagementContextConfiguration$JerseyRequestMatcherConfiguration,innerclass,9,9,0,9,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14,9,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\graphql\GraphQlAutoConfigurationTests.java,org.springframework.boot.autoconfigure.graphql.GraphQlAutoConfigurationTests$InstrumentationConfiguration,innerclass,3,3,0,3,1,1,0,1,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-docs\src\main\java\org\springframework\boot\docs\features\externalconfig\typesafeconfigurationproperties\validation\nested\MyProperties.java,org.springframework.boot.docs.features.externalconfig.typesafeconfigurationproperties.validation.nested.MyProperties,class,5,5,0,5,3,1,0,0,1,0.5,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,1,0,0,22,2,0,0,0,0,1,0,2,0,2,0,0,1,0,10,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-actuator-autoconfigure\src\test\java\org\springframework\boot\actuate\autoconfigure\security\reactive\ReactiveManagementWebSecurityAutoConfigurationTests.java,org.springframework.boot.actuate.autoconfigure.security.reactive.ReactiveManagementWebSecurityAutoConfigurationTests$CustomSecurityConfiguration,innerclass,5,5,0,5,2,1,0,9,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,1,0,0,0,1,1,0,0,1,22,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\web\reactive\function\client\WebClientAutoConfiguration.java,org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientAutoConfiguration,class,15,15,0,15,2,1,0,4,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,1,0,1,0,2,0,0,1,1,35,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\condition\ConditionalOnJavaTests.java,org.springframework.boot.autoconfigure.condition.ConditionalOnJavaTests$Java17Required,innerclass,3,3,0,3,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-tools\spring-boot-buildpack-platform\src\test\java\org\springframework\boot\buildpack\platform\docker\type\ImageConfigTests.java,org.springframework.boot.buildpack.platform.docker.type.ImageConfigTests,class,5,6,1,5,7,2,0,14,21,0,0,0,7,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,18,3,10,0,11,0,0,0,1,42,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-test-autoconfigure\src\test\java\org\springframework\boot\test\autoconfigure\data\jdbc\DataJdbcTypeExcludeFilterTests.java,org.springframework.boot.test.autoconfigure.data.jdbc.DataJdbcTypeExcludeFilterTests,class,10,11,1,10,3,2,0,7,3,0.6666667,0,0,3,0,0,1,0,2,2,0,0,0,1,0,0,1,0,0,1,0,0,21,1,0,0,0,0,0,0,4,0,4,0,0,3,0,28,0,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\web\reactive\WelcomePageRouterFunctionFactoryTests.java,org.springframework.boot.autoconfigure.web.reactive.WelcomePageRouterFunctionFactoryTests$TestViewResolver,innerclass,4,4,0,4,1,1,0,1,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\main\java\org\springframework\boot\autoconfigure\web\format\WebConversionService.java,org.springframework.boot.autoconfigure.web.format.WebConversionService,class,10,13,3,10,9,2,0,15,10,0.8,NaN,NaN,5,0,1,4,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,44,0,0,2,0,0,1,0,6,0,6,1,0,0,0,73,1,0
C:\User\balu\Projects\spring-boot\spring-boot-project\spring-boot-autoconfigure\src\test\java\org\springframework\boot\autoconfigure\ImportAutoConfigurationImportSelectorTests.java,org.springframework.boot.autoconfigure.ImportAutoConfigurationImportSelectorTests$ImportAutoConfigurationWithUnrelatedTwo,innerclass,2,2,0,2,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0
